DST,MOPH
,"Fluticasone Propionate BP125
 mcg  Salmeterol (as Salmeterol
 Xinafoate)Salmeterol Xinafoate
 36.32 mcg / actuation 36.32
 mcg of Salmeterol xinafoate
 is equivalent to 25 mcg of
 Salmeterol "
,"Salmeterol (as Salmeterol
 Xinafoate)Salmeterol Xinafoate
 36.32 mcg/shot 36.32 mcg
 of Salmeterol xinafoate is
 equivalent to 25 mcg of Salmeterol
 Fluticasone Propionate250
 mcg/shot  "
,Naproxen Sodium220mg
,"Lidocaine Hydrochloride2%
 w/v Lidocaine Hydrochloride
 Monohydrate Equivalent to
 Lidocaine Hydrochloride Anhydrous
 "
,Loratadine 5 mg/ 5 ml
,Olanzapine 5 mg
,"Cefuroxime Axetil 601.44 equivalence
 to 500 mg Cefuroxime500 mg
   Cefuroxime 500 mg "
,Brivaracetam10 mg
,Brivaracetam25 mg
,Brivaracetam50 mg
,Nepafenac3 mg / ml
,"Rosuvastatin calcium eq. to
 Rosuvastatin10 mg  "
,"Rosuvastatin calcium eq. to
 Rosuvastatin20 mg  "
,"Pantoprazole Sodium Sesquihydrate
 20 mg   "
,"Pantoprazole Sodium Sesquihydrate
 40mg   "
,Hydro-cortisone 1%
,"Rosuvastatin 10 mg (as rosuvastatin
 calcium)_10 mg   "
,"Rosuvastatin (as Rosuvastatin
 Calcium) __20 mg   "
,"Triptorelin (INN) pamoate
 equivalent to pure triptorelin11.25
 mg 15 mg of Triptorelin "
,"Triptorelin (as Triptorelin
 pamoate)3 mg  4.3 mg of Triptorelin
 "
,Ibrutinib140 mg
,Emicizumab30 mg/ ml
,Emicizumab60 mg/ 0.4 ml
,Emicizumab105 mg/0.7 ml
,Emicizumab150 mg/ ml
,"Atrovastatin calcium 10 mg
 tablets 10 mg  Atrovastatin
 10 mg  "
,"Atrovastatin calcium 20 mg
 tabs 20 mg  Atrovastatin
 20 mg tabs  "
,"Atrovastatin calcium40 mg
  Atrovastatin  40  "
,Hydrocortisone acetate 1%
,"NusinersenEach 5 ml vial contains
 Nusinersen sodium equivalent
 to 12 mg Nusinersen (2.4
 mg/ml).  "
,"Betahistine dihydrochloride.Each
 tablet contains 8 mg of betahistine
 dihydrochloride. Each tablet
 contains 8 mg of betahistine
 dihydrochloride. "
,"Each tablet contains 16 mg
 of betahistine dihydrochloride.Each
 tablet contains 16 mg of
 betahistine dihydrochloride.
  16 mg of betahistine dihydrochloride.
 "
,Olanzapine 10 mg
,Olanzapine 15 mg
,Olanzapine 20 mg
,"Levocetirizine Dihydrochloride
 2.5 mg / 5 ml   "
,"Ondansetrone4 mg  Ondansetron
 Hydrochloride Dihydrate 4.5mg
 eq. to Ondansetron 4 mg "
,"Ondansteron 8 mg  Ondansetron
 Hydrochloride Dihydrate 9mg
 eq. to Ondansetron 8 mg "
,Tamsulosin HCl0.4 mg
,"Ibuprofen 600 mg 600mg ( 400
 mg as ER and 200mg as IR)
  "
,Dupilumab  (150 mg/ml)
,"insulin degludec + liraglutide100
 units/ml + 3.6 mg/ml  "
,Golimumab 100 mg
,Lactulose667 mg/ml
,"Brinzolamide10 mg/1 ml   Brimonidine
 Tartrate2 mg/ ml   "
,Glimepiride1mg
,Glimepiride3mg
,Glimepiride4mg
,Glimepiride2mg
,"Moxifloxacin400mg Moxifloxacin
 HCl 436.33mg eq. to Moxifloxacin
 400mg "
,"Levocetirizine dihydrochloride
 0.5mg/ml  "
,Fenofibrate145 mg
,Fenofibrate48 mg
,"Azithromycin Dihydrate250
 mg   "
,Progesterone 400
,progesterone400 mg
,budesonide9 mg
,Fusidic Acid 1%
,"Idarucizumab50 mg/ml (2.5gm/50ml)
  "
,Terbinafine HCl1% 1%
,Deferasirox 125mg
,Deferasirox 500mg
,Deferasirox 250mg
,"Dexketoprofen Trometamol36.9
 25 mg Dexketoprofen "
,"Salbutamol100 mcg Each actuation
 delivers: Salbutamol Sulphate
 BP eq. to Salbutamol 100
 mcg Suspended in propellant
 HF "
,"Fluticasone propionate50 mcg
  "
,"paliperidone palmitate 263
 mg/ml  "
,"Palperidone Palmitate 175
 mg  "
,Paliperidone350 mg
,Paliperidone525 mg
,Guselkumab100 mg/ml
,"Loteprednol etabonate 0.5%
 & Tobramycin 0.3%Loteprednol
 etabonate 0.5% & Tobramycin
 0.3%  "
,"Sodium Bicarbonate1.76 gm
  Trisodium Citrate0.630 gm
  Tartaric Acid0.890 gm
 Citric Acid0.720 gm  "
,"Diphenhydramine HCl13.5mg/5ml
  Ammonium Chloride131.5mg/5ml
  "
,"Diphenhydramine HCl7mg/5ml
  "
,"Azithromycin500mg Azithromycin
 dihydrate 531.90mg equivalent
 to Azithromycin 500mg "
,"Domperidone Tablets 10mg10mg
  "
,Fexofenadine HCl120mg
,Esomeprazole 40 mg
,Esomeprazole 40 mg
,Isotretinoin10mg
,Isotretinoin20mg
,"Salbutamol (as sulphate)2
 mg/ 5ml  "
,"Magnesium Sulfate50% w/v Magnesium
 Sulfate (as heptahydrate)
 "
,"Magnesium Sulfate50% w/v Magnesium
 Sulfate (as heptahydrate)
 "
,Ambroxol HCl30 mg /5ml
,"Bromhexine Hydrochloride 4
 mg/5ml   "
,"Dorzolamide 20 mg/mL (2%)
 equivalent to Dorzolamide
 Hydrochloride 22.3 mg "
,"Brimonidine Tartrate 0.2%
 w/v (2 mg/ml)  "
,Paracetamol 250mg
,Paracetamol125 mg
,Pirfenidone267mg
,Itopride Hydrochloride 50mg
,Itopride Hydrochloride 50mg
,"Avibactam sodium543.5 mg Avibactam
 Sodium 543.5 mg equivalent
 to Avibactam free acid 500
 mg Ceftazidime pentahydrate2329.7
 mg Ceftazidime Pentahydrate
 2329.7 mg equivalent to Ceftazidime
 (anhydrous) 2000 mg "
,"Spores of Poly-antibiotic
 resistant Bacillus clausii4
 Billion spores /5ml  "
,Prednisolone5 mg
,"Xylometazoline Hydrochloride0.1%
  "
,"clopidogrel besilate75 mg
   "
,Irbesartan 300 mg
,"hydrochlorothiazide 12.5 mg
   Irbesartan 300 mg   "
,"Irbesartan150 mg   Hydrochlorothiazide
 12.5 mg   "
,"Rosuvastatin Calcium10 mg
 10 mg "
,"Rosuvastatin Calcium 40 mg
 40 mg "
,"Rosuvastatin Calcium20 mg
  20 mg "
,"Sildenafil Citrate Ph.Eur
 100 MG 100 mg Sildenafil
 Tablets 100 mg "
,"Butamirate citrate 7.5 mg/5
 ml Each 5ml syrup contains
 7.5mg butamirate citrate
 (1.5 mg/ml). "
,"oxiconazole nitrate1 % each
 1 gram cream contains oxiconazole
 nitrate equivalent to 10gm
 oxiconazole "
,"Clobetasol 17-propionate0.05
 % Each tube (50 g) contains
 0.0250 g clobetasol 17-propionate.
 "
," clobetasol propionate (0.05%
 w/w) Each 1 g contains 0.5
 mg of clobetasol propionate
 "
,Fluconazole 150mg
,"Ondansetron Hydrochloride
 Dihydrate4.98 mg Ondansetron
 4 mg "
,"Ondansetron Hydrochloride
 Dihydrate9.96 mg / 4mL Ondansetron
 8 mg / 4 mL "
,"Iron100mg/5ml (20 mg/ml) Iron
 Sucrose equivalent to Iron
 100 mg/5 ml "
,"Levofloxacin Hemihydrate500
 mg  "
,"sodium alginate \ potasium
 hydrogen carbonate 500 mg
 \ 100 mg 500 mg \ 100 mg
   "
,"sodium aliginate /potassium
 hydrogen carbonate 500/100
  "
,"Sildenafil Citrate Ph.Eur.
 50 MG 50 MG  Sildenafil
 50 MG  "
,Pirfenidone801mg
,Irbesartan 150 mg
,"Irbesartan 300 mg   hydrochlorothiazide
 25 mg   "
,"Levothyroxine Sodium 25 mcg
 25 mcg "
,"Levothyroxine Sodium50 mcg
 50 mcg "
,"Levothyroxine Sodium 100 mcg
 100 mcg "
,"Levothyroxine sodium 125 mcg
 125 mcg "
,"Levothyroxine Sodium150 mcg
 150 mcg "
,"Levothyroxine Sodium75 mcg
 75 mcg "
,"Ornidazole500 mg / Tablet
  "
," chlorpheniramine maleate.4
 mg/ tablet   phenylephrine
 hydrochloride 10 mg / tablet
   paracetamol650 mg / Tablet
  "
,"Sildenafil Citrate25mg Sildenafil
 "
,"Sildenafil Citrate50mg Sildenafil
 "
,Fidaxomicin200 mg
,"Cefuroxime Axetil250 mg
 "
,"Rosuvastatin Clacium 10  mg
 tablets10 mg  Rosuvastatin
 10 mg  "
,"Rosuvastatin Clacium 20 mg
 20 mg  rosuvastatin Clacium
 20 mg  "
,Docusate Sodium 0.5 %
,Hydrocortisone Acetate1 %
,"Nystatin100,000 I.U/ml  "
,Voriconazole 200 mg
,Sodium Fusidate2%
,Fusidic Acid2%
,"Ciprofloxacin0.3% Ciprofloxacin
 Hydrochloride 0.349mg/ml
 eq. to Ciprofloxacin base
 0.3mg/ml "
,Water for Injection
,Moxifloxacin5.45mg
,Furosemide40mg
,Metronidazole 500 mg
,prednisolone 20 mg
,Oxybuprocaine HCl 0.4%
,Tetracaine HCl 1%
,Fluorescein Sodium 2% W/V
,Phenylephrine HCl 10%
,Cyclopentolate Hydrochloride 0.5% W/V
,"Econazole nitrate BP1% (10mg/gm)
  "
,Acalabrutinib100 mg
,Etoricoxib90 mg
,Etoricoxib90 mg
,Etoricoxib120 mg
,Etoricoxib60 mg
,Etoricoxib60 mg
,Irbesartan300mg
,"Amoxicillin Trihydrate 500mg
   Potassium Clavulanate125mg
   "
,"Amoxicillin Trihydrate and
 Potassium Clavulanate875/125
 mg  "
,"Clarithromycin 500mg/Tablet500mg
  "
,Pregabalin75 mg
,pregabalin 75 mg75 mg
,Durvalumab120 mg/vial
,Pregabalin 150 mg
,Pregabalin 150 mg
,"Sodium Chloride Each 1000
 mL contains 2.04575 g  Dextrose
 monohydrate  Each 1000 mL
 contains 27.50g Each 1000
 mL contains Dextrose Monohydrate
 27.50 g equivalent to Glucose
 Anhydrous 25.00 g "
,"Sodium Chloride Each 1000
 mL contains 2.04575 g  Dextrose
 monohydrate  Each 1000 mL
 contains 27.50g Each 1000
 mL contains Dextrose Monohydrate
 27.50 g equivalent to Glucose
 Anhydrous 25.00 g "
,Pregabalin 300 mg300 mg
,Pregabalin300 mg
,Metronidazole BP400 mg
,"Pneumococcal Danish Types(1-2-3-4-5-6B-7F-8-9N-9V-10A-11A-12F-14-15B-17F-18C-19A-19F-20-22F-23F-33F)25
 µg/dose of each type as Pneumococcal
 Polysaccharide Danish Types
 "
,Irbesartan150mg
,"vildagliptin50mg  metformin
 HCl500mg  "
,"Niacinamide100 mg   Vitamin
 B2 (as riboflavin)  10mg
  Copper  (as cupric sulphate)
 0.9 mg  Vitamin B1 (as thiamine
 mononitrate) 30mg   Vitamin
 C (as Ascorbic acid)   600mg
  Vitamin B12 (as cyanocobolamin)
 25mcg  Vitamine E (as dl-Alpha
 Tocopheryl Acetate) 45 IU
  Pantothenic Acid (as calcium
 pantothenate) 25 mg  Zinc
  (as zinc sulphate) 23.9
 mg  Vitamin B6  (as pyridoxine
 HCL) 10mg  Folic Acid  0.5
 mg  "
,"Buprenorphine HCl2.16 mg
 2.00 mg  Naloxone HCl dihydrate0.61
 mg  0.5 mg  "
,"Buprenorphine HCl8.64 mg
 8.00 mg  Naloxone HCl dihydrate2.44
 mg  2.00 mg  "
,Durvalumab 50 mg/ml
,Etoricoxib120 mg
,Etoricoxib 90 mg
,Etoricoxib60 mg
,Diosmin600 mg 600 mg
,"Levofloxacin (as hemihydrate)0.5%w/v
 Levofloxacin (as hemihydrate)
 "
,Clopidogrel 75 mg75 mg
,"Paracetamol500mg  Pseudoephedrine
 Hydrochloride30mg  Chlorpheniramine
 Maleate2mg  "
,Bisprolol Fumarate10 mg
,Bisoprolol Fumarate5 mg
,Desloratadine 0.5 mg/ml
,Perampanel 2 mg
,Perampanel4 mg
,Perampanel 6 mg
,Perampanel8 mg
,Perampanel10 mg
,Perampanel12 mg
,"Fusidic Acid / Betamethasone
 Valerate2% w/v /0.1% w/v
 each 1 gram contains 20 mg
 fusidic acid and 1 mg betamethasone
 valerate  "
,"Diclofenac Sodium BP100 mg
   "
,"Iron III Hydroxide Polymaltose
 complex50 mg/5 ml Each 150ml
 bottle contains Iron III
 Hydroxide Polymaltose complex
 5 gm equivalent to 1500mg
 Iron "
,Metronidazole 1% (10mg/gm)
,Ranitidine 150
,"Calcium Saccharate (tetrahydrate)approximately
 0.46% Each 1000 ml, Calcium
 Saccharate Tetrahydrate 4.6
 g Equivalent to Calcium Saccharate
 Anhydrous 3.6 g Calcium Gluconate
 (monohydrate)10%w/v Each
 1000 ml contains Calcium
 Gluconate Monohydrate 98.0
 g eq. to 94.0 g Calcium Gluconate
 Anhydrous "
,Mesalazine500 mg
, erenumab 70mg/ml
,Benralizumab30 mg/mL
, Olaparib100 mg
,Olaparib150 mg
,"insulin lispro100 units per
 ml  "
,Abemaciclib50 mg
, Abemaciclib150 mg
, Abemaciclib 200 mg200
,Abemaciclib100 mg
,Pregabalin75 mg
,Pregabalin150mg
,"Rosuvastatin 5 mg Rosuvastatin
 Calcium eq. to Rosuvastatin
 5mg "
,"Rosuvastatin20 mg Rosuvastatin
 Calcium eq. to Rosuvastatin
 20 mg "
,Acetylcysteine600mg
,"Benzoyl Peroxide	2.5%  Adapalene0.1%
  "
,Desloratadine5 mg
,"Desloratadine0.5 mg / ml
  "
,Montelukast Sodium4 mg
,Montelukast Sodium10 mg
,Montelukast Sodium5 mg
,"Mometasone Furoate50 mcg per
 dose Each spray delivers:
 Mometasone Furoate Monohydrate
 equivalent to Mometasone
 Furoate 50 mcg "
,Tacrolimus USP0.1% w/w
,Sodium fusidate2% w/w
,Adalimumab 50 mg/ml
,Adalimumab 50 mg/ml
,"Dorzolamide Hydrochloride20
 mg/ml 2%, 0.5% Timolol Maleate5
 mg/ml  "
,Ofloxacin0.3 mg/ ml
,Adalimumab20mg
,"Adalimumab20 mg / 0.2 ml
 "
,"Adalimumab40 mg / 0.4 ml pre-filled
 Pen  "
,"Adalimumab80 mg / 0.8 ml pre-filled
 syringe  "
,"Adalimumab80 mg / 0.8 ml pre-filled
 pen  "
,Etoricoxib 90 mg
,Etoricoxib 120 mg
,Paracetamol 500 mg
,"10 mg Atorvastatin (as Atorvastatin
 calcium)10 mg   "
,"40 mg Atorvastatin (as Atorvastatin
 calcium)40 mg		  "
,"Atorvastatin 20mg  (as Atorvastatin
 calcium)		20 mg  "
,Etanercept50 mg/ml
,"Metformin Hydrochloride850mg
  "
,Tacrolimus USP0.03% w/w
,"Pantoprazole sodium40 mg/
 tablet  "
,Sodium Chloride 0.9% (each 1000ml contains 9gm Sodium Chloride)
,"Fexofenadine Hydrochloride
 120 mg   "
,Water for Irrigation
,Diclofenac Diethylamine BP 11.6mg/gm (1.16%) eq. to Diclofenac Sodium 10mg/gm (1%)
,Diclofenac Diethylamine BP 11.6mg/gm (1.16%) eq. to Diclofenac Sodium 10mg/gm (1%)
,Fexofenadine Hydrochloride 180mg
,Lornoxicam 8mg
,Fusidic Acid 2% (20mg/gm) + Betamethasone valerate 0.1% (1mg/gm)
,Mometasone Furoate 0.05% (0.5mg/gm) (Each metered delivered dose contains 50mcg Mometasone furoate)
,Butamirate citrate 7.5mg/5ml
,Cefixim Trihydrate 100mg/5ml
,Cefixime Trihydrate 400mg
,Amoxicillin (as Amoxicillin trihydrate) & Clavulanic acid (as potassium clavulanate) 600+42.9mg/5ml
,Celecoxib 200mg
,Etoricoxib 90mg
,Etoricoxib 120mg
,Ibuprofen 200mg + Pseudoephedrine hydrochloride 30mg
,Fosfomycin Trometamol 5.631gm eq. to Fosfomycin 3gm
,Tadalafil 5mg
,Benzydamine hydrochloride 1.5mg/ml
,Tadalafil 20mg
,Tadalafil 10mg
,Tobramycin 0.3%
,Montelukast Sodium 5mg
,Montelukast Sodium 4mg
,Celecoxib 200mg
,Celecoxib 400mg
,Ipratropium Bromide 0.5mg/2.5ml + Salbutamol Sulfate 3.01mg/2.5ml
,Ipratropium Bromide 250mcg/2ml
,Metronidazole 200mg
,Tofacitinib citrate10mg
,Moroctocog alfa 500 IU
,Moroctocog alfa 2000 IU
,Moroctocog alfa 3000 IU
,Moroctocog alfa 250 IU
,Doxycycline Hyclate 100mg
,Dapoxetine Hydrochloride 30mg
,Dapoxetine Hydrochloride _30mg
,Dapoxetine Hydrochloride _60mg
, Dapoxetine Hydrochloride __60mg
,Abacavir 600mg + Dolutegravir 50mg + Lamivudine 300mg
,Empagliflozin 25mg + Linagliptin 5mg
,Empagliflozin 10mg + Linagliptin 5mg
,Moxifloxacin Hydrochloride 400mg
,Each metered dose contains 50mcg Mometasone Furoate (0.05 %)
,Isotretinoin USP 20mg
,Isotretinoin USP 10mg
, Aripiprazole 10mg
, Aripiprazole 10mg
,Aripiprazole 15mg
,Aripiprazole 15mg
,Ibuprofen 5% W/W & Levomenthol 3% W/W
,Ibuprofen 5% W/W & Levomenthol 3% W/W
,Quetiapine fumarate 28.783mg eq. to Quetiapine 25mg
,Quetiapine fumarate 115.132mg eq. to Quetiapine 100mg
,Quetiapine fumarate 230.265mg eq. to Quetiapine 200mg
,Fusidic acid 2%  w/w
,"Salbutamol 100mcg  / metered dose actuation eq. to 132.44mcg Salbutamol Sulfate Ph.Eur (Micronized)
 / metered dose actuation "
,Salmeterol and Fluticasone propionate Pressurized inhalation 25+ 250mcg/actuation
,Salmeterol and Fluticasone propionate pressurized Inhalation 25+50 mcg/actuation
,Salmeterol and Fluticasone propionate pressurized inhalation 25+125 mcg/actuation
,Beclometasone 250mcg
,Montelukast 4mg
,Celecoxib 200mg
, Cladribine 10mg
, Cladribine 10mg
, Cladribine 10mg
, Raltegravir 600mg
,Olmesartan medoxomil 20mg
,Olmesartan medoxomil 40mg
,Quetiapine fumarate 345.397mg eq. to Quetiapine 300mg
,Levofloxacin hemihydrate 512.46mg/10ml equivalent to Levofloxacin 500mg/100ml
,Cefpodoxime Proxetil 50mg/5ml
,Cefpodoxime Proxetil 100mg/5ml
,Imiquimod 5% w/w
,Talazoparib tosylate 1.453mg eq. to Talazoparib 1mg
,Moroctocog alfa 1000 IU
,Talazoparib tosylate 0.363mg eq. to Talazoparib 0.25mg
,Rupatadine 10mg
,Amlodipine besilate 14mg eq. to Amilodipine 10mg
,Acyclovir 3% w/w (30mg/gm)
,Fluticasone propionate BP 0.05% w/w
,40mg of olmesartan medoxomil and 10mg of amlodipine (as amlodipine besilate)
,20mg of olmesartan medoxomil and 5mg of amlodipine (as amlodipine besilate)
,"40mg of olmesartan medoxomil and 5mg of amlodipine (as amlodipine besilate)
 "
,Olmesartan medoxomil 20mg + Hydrochlorothiazide 12.5mg
,Olmesartan medoxomil 40mg + Hydrochlorothiazide 25mg
,Olmesartan medoxomil 40mg + Hydrochlorothiazide 12.5mg
,Clotrimazole 500mg
,Desloratadine 5mg
,Galcanezumab120mg/ml
,Palonosetron (as HCl) 75mcg/1.5ml
,Ertugliflozin 5mg
,Ertugliflozin 15mg
,Ertugliflozin 2.5mg + Metformin HCl 1000mg
,Ertugliflozin 7.5mg + Metformin HCl 1000mg
,Octocog alfa 1000 IU
,Octocog alfa 500 IU
,Octocog alfa 250 IU
,Levetiracetam 250mg
,Eslicarbazepine acetate 800mg
,Alpelisib 200mg
,Alpelisib. Each - film coated  tablet contains 50mg or 200mg of alpelisib
,Alpelisib. Each -film coated tablet contains 50mg or 200mg of alpelisib
,Alpelisib. Each film-coated tablet contains 150mg of alpelisib
,Alpelisib. Each film-coated tablet contains 150mg of alpelisib
,Phenylephrine HCl 10%
,Acetylcysteine 200mg/ml
,Icosapent ethyl 1gm
,Acetylcysteine 200mg/ml
,Levofloxacin 5mg/ml
,Tobramycin 0.3% (3mg/gm)
,Olmesartan medoxomil 20mg
,Olmesartan medoxomil 20mg + Hydrochlorothiazide 12.5mg
,Olmesartan medoxomil 40mg
,Paracetamol  10 mg / ml
,Fluticasone propionate 50mcg/Actuation + Azelastine HCl 137mcg/Actuation
,Amoxicillin trihydrate eq. to Amoxicillin 875mg + Potassium Clavulanate eq. to Clavulanic acid 125mg
,Amoxicillin trihydrate eq. to Amoxicillin 500mg + Potassium Clavulanate eq. to Clavulanic acid 125mg
,Amoxicillin trihydrate eq. to Amoxicillin 400mg/5ml + Potassium Clavulanate eq. to Clavulanic acid 57mg/5ml
,Fusidic acid 20mg/gm (2%) + Betamethasone Valerate 1.2mg/gm eq. to Betamethasone 1mg/gm (0.1%)
,Sodium Alendronate trihydrate 91.37mg eq. to Alendronic acid 70mg
,CHOLECALCIFEROL POWDER (VITAMIN D3) 5000 IU/CAPSULE
,CHOLECALCIFEROL POWDER (VITAMIN D3) 10000 IU/CAPSULE
,CHOLECALCIFEROL POWDER (VITAMIN D3) 50000 IU/CAPSULE
,Pantoprazole 40 mg/vial Each vial contains:  Pantoprazole Sodium Sesquihydrate Ph.Eur. equivalent to 40 mg of Pantoprazole
,Esomeprazole 20mg  Esomeprazole magnesium Dihydrate pellets eq. to Esomeprazole 20 mg
,Esomeprazole 40 mg  Esomeprazole magnesium Dihydrate pellets eq. to Esomeprazole 40 mg
,Allopurinol 100 mg
,Allopurinol  300 mg
,"Irbesartan 150 mg
Hydrochlorothiazide 12.5 mg "
,"Irbesartan 300 mg
Hydrochlorothiazide 12.5 mg"
,"Irbesartan 300 mg
Hydrochlorothiazide 25 mg "
,Venetoclax 10 mg
,Venetoclax 50 mg
,Venetoclax  100 mg
,Daptomycin 500mg
,Desloratadine 5mg
,Etoricoxib 60mg
,Etoricoxib 90mg
,Etoricoxib 120mg
,"Bisoprolol fumarate 5 mg equivalent to 4.24 mg bisoprolol
Perindopril arginine 5 mg equivalent to 3.395 mg perindopril"
,"Bisoprolol fumarate 5 mg equivalent to 4.24 mg bisoprolol
Perindopril arginine 10 mg equivalent to 6.790 mg perindopril"
,Insulin aspart 100 U/ml
,Insulin aspart 100 U/ml
,Insulin aspart 100 U/ml
,Semaglutide 1.34mg/ml (1mg/dose)
,Semaglutide 1.34mg/ml (0.5mg/dose)
,Tropicamide 1% (5.0 mg/0.5mL)
,Cyclopentolate HCl 5mg/0.5ml (1%)
,Sodium Bicarbonate 1.4% w/v (each 1000ml solutions contains 14gm)
,0.15% w/v Potassium Chloride + 10% w/v Dextrose + 0.9%w/v Sodium Chloride
,"Lidocaine 4% (Lignocaine hydrochloride = 0.04g/ml)
Fluorescein sodium 0.25% (0.0025g/ml)"
,Desloratadine 2.5mg/5ml
,Doravirine 100mg
,"Measles virus 3.00 log TCID50/0.5ml +
Mumps virus 4.30 log TCID50/0.5ml +
Rubella virus 3.00 log TCID50/0.5ml +
Varicella virus 3.99 log PFU/0.5ml"
,Lorlatinib 100mg
,"Lorlatinib 25mg
"
,Semaglutide 1.34mg/ml (0.25mg/dose)
,Glimepiride 2mg
,Glimepiride 3mg
,Glimepiride 4mg
,Glimepiride 6mg
,"Tizanidine Hydrochloride 2mg
"
,Tizanidine Hydrochloride 4mg
,Clindamycin 300mg
,TADALAFIL 20mg
,"Beclometasone dipropionate anhydrous 0.100mg
Formoteril fumerate dehydrate  0.006mg"
,Lidocaine HCL 2% W/W
,Purified Rabies Antigen not less than 2.5 IU/ml
, Galcanezumab 100mg/ml
,Glycerine  1365mg
,"Haemagglutinin (per recommended virus strain) 15µg/0.5ml
- Virus strain formula contains; A/Brisbane/02/2018 (H1N1) pdm09-like strain (15µg Haemagglutinin /0.5ml) +
A/Kansas/14/2017 (H3N2)-like strain (15µg Haemagglutinin /0.5ml) +
B/Colorado/06/2017-like strain (15µg Haemagglutinin /0.5ml) +
B/Phuket/3073/2013-like strain (15µg Haemagglutinin /0.5ml)"
,Vilanterol 25mcg + Fluticasone Furoate 100mcg + Umeclidinium 62.5mcg
,Glycerine 2275mg
,"Lidocaine 25mg/gm
Prilocaine 25mg/gm"
,"Lidocaine 25mg/gm
Prilocaine 25mg/gm"
,Posaconazole 100mg
,Ertugliflozin 5mg + Sitagliptin 100mg
,Ertugliflozin 15mg + Sitagliptin 100mg
,Lidocaine Hydrochloride  35 mg / 3.5 ml
,Metformin Hcl 1000mg
,Trastuzumab 150 mg
,Trasuzumab 420 mg
,Etelcalcetide HCl 3.1mg/0.5ml eq. to Etelcalcetide 2.5mg/0.5ml
,Etelcalcetide HCl 6.2mg/ml eq. to Etelcalcetide 5mg/ml
,Etelcalcetide HCl 12.3mg/2ml eq. to Etelcalcetide 10mg/2ml
,Levocetirizine dihydrochloride 5 mg
,Gliclazide 60mg
,Gliclazide 30mg
,Escitalopram 10mg
,Escitalopram 20mg
,Diclofenac Diethylamine 1.16% w/w eq. to Diclofenac Sodium 1% w/w
,Tadalafil 20 mg
,Tadalafil  5 mg
,Dexpanthenol 50 mg
,"Trifluridine 15mg +
Tipiracil HCl 7.065 eq. to Tipiracil 6.14mg"
,"Trifluridine 20mg +
Tipiracil HCl 9.42mg eq. to Tipiracil  8.19mg"
,Ixazomib 2.3 mg eq. to Ixazomib Citrate 3.29 mg
,Ixazomib 3 mg eq. to Ixazomib  Citrate 4.30 mg
,Ixazomib 4 mg eq. to Ixazomib citrate 5.7 mg
,Lactulose  65% w/v = 65g/100 ml  Lacsa limited -india
,Lactulose  65% W/V = 65 gm/100 ml
,Hydrocortisone Butyrate 0.1%
,Hydrocortisone Butyrate 0.1% (1mg/gm)
,Paracetamol  500mg + Phenylephrine HCL 5mg
,Paracetamol  250mg/5ml
,Acetaminophen (Paracetamol) 500mg
,Salbutamol 2.5mg/2.5ml
,"Sodium Chloride 262.98 g/1000ml
Glucose Anhydrous 45 g/1000ml Dextrose Monohydrate 49.5 g/1000ml
Calcium Chloride Dihydrate 6.615 g/1000ml
Potassium Chloride 6.714 g/1000ml
Magnesium Chloride Hexahydrate 4.57425 g/1000ml"
,"Calcium Chloride Dihydrate 8.26875 g/1000ml
Magnesium Chloride Hexahydrate 4.57425 g/1000ml
Sodium Chloride 262.98 g/1000ml
Glucose Anhydrous 45 g/1000ml Dextrose Monohydrate 49.5 g/1000ml
Potassium Chloride 6.714 g/1000ml"
,"Sodium Chloride 262.98 g/1000ml
Magnesium Chloride Hexahydrate 4.57425 g/1000ml
Glucose Anhydrous 45 g/1000ml Dextrose Monohydrate 49.5 g/1000ml
Potassium Chloride 10.071 g/1000ml
Calcium Chloride Dihydrate 8.26875 g/1000ml"
,"Venetoclax 10mg + 50mg + 100mg
"
,Desloratadine 2.5mg + Pseudoephedrine 120mg
, Ciprofloxacin 500 mg
,Sildenafil  50 mg
,Salmeterol 50mcg (as xinafoate) + Fluticasone propionate 500mcg
